"","VCF0004","VCF0101","VCF0110","VCF0901a","VCF0114","VCF0105b","VCF0104","VCF0147","VCF0303","VCF0116","VCF9025"
"26946",1982,32,"2. High school (12 grades or fewer, incl. non-college",23,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26947",1982,60,"2. High school (12 grades or fewer, incl. non-college",23,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26948",1982,78,"2. High school (12 grades or fewer, incl. non-college",48,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","2. Female","5. Widowed","3. Republicans (including leaners)","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"26949",1982,30,"0. DK; NA; no Pre IW; short-form 'new' Cross Section",53,"0. DK; NA; refused to answer; no Pre IW","9. Missing, DK/REF/NA","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26950",1982,25,"2. High school (12 grades or fewer, incl. non-college",19,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26951",1982,33,"3. Some college (13 grades or more but no degree;",19,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26952",1982,52,"2. High school (12 grades or fewer, incl. non-college",19,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26953",1982,28,"4. College or advanced degree (no cases 1948)",36,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","3. Divorced","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26954",1982,38,"1. Grade school or less (0-8 grades)",13,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26955",1982,54,"4. College or advanced degree (no cases 1948)",40,"3. 34 to 67 percentile","2. Black non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26956",1982,50,"4. College or advanced degree (no cases 1948)",36,"5. 96 to 100 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"26957",1982,35,"1. Grade school or less (0-8 grades)",25,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","1. Male","3. Divorced","1. Democrats (including leaners)","4. Unemployed","9. DK; NA; did not vote; DK/NA/refused to say if"
"26958",1982,28,"3. Some college (13 grades or more but no degree;",37,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26959",1982,25,"3. Some college (13 grades or more but no degree;",49,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26960",1982,25,"2. High school (12 grades or fewer, incl. non-college",21,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26961",1982,21,"2. High school (12 grades or fewer, incl. non-college",48,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26962",1982,36,"4. College or advanced degree (no cases 1948)",39,"3. 34 to 67 percentile","2. Black non-Hispanic","2. Female","4. Separated","2. Independents","1. Working now","1. Democrat"
"26963",1982,19,"2. High school (12 grades or fewer, incl. non-college",11,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","4. Unemployed","0. No gubernatorial race in state (includes Washington"
"26964",1982,69,"1. Grade school or less (0-8 grades)",17,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","1. Democrat"
"26965",1982,60,"2. High school (12 grades or fewer, incl. non-college",17,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26966",1982,57,"4. College or advanced degree (no cases 1948)",29,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26967",1982,64,"2. High school (12 grades or fewer, incl. non-college",23,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","6. Permanently disabled","9. DK; NA; did not vote; DK/NA/refused to say if"
"26968",1982,24,"2. High school (12 grades or fewer, incl. non-college",23,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","4. Unemployed","1. Democrat"
"26969",1982,18,"2. High school (12 grades or fewer, incl. non-college",4,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","1. Male","2. Never married","2. Independents","8. Student","9. DK; NA; did not vote; DK/NA/refused to say if"
"26970",1982,53,"2. High school (12 grades or fewer, incl. non-college",4,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","1. Democrat"
"26971",1982,37,"3. Some college (13 grades or more but no degree;",29,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","1. Male","1. Married","2. Independents","1. Working now","0. No gubernatorial race in state (includes Washington"
"26972",1982,53,"2. High school (12 grades or fewer, incl. non-college",36,"3. 34 to 67 percentile","2. Black non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26973",1982,40,"3. Some college (13 grades or more but no degree;",36,"4. 68 to 95 percentile","2. Black non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26974",1982,53,"3. Some college (13 grades or more but no degree;",6,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"26975",1982,54,"2. High school (12 grades or fewer, incl. non-college",6,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","7. Homemaker","2. Republican"
"26976",1982,25,"2. High school (12 grades or fewer, incl. non-college",25,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","2. Never married","3. Republicans (including leaners)","4. Unemployed","9. DK; NA; did not vote; DK/NA/refused to say if"
"26977",1982,63,"4. College or advanced degree (no cases 1948)",48,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"26978",1982,64,"2. High school (12 grades or fewer, incl. non-college",6,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","1. Democrat"
"26979",1982,58,"3. Some college (13 grades or more but no degree;",6,"0. DK; NA; refused to answer; no Pre IW","3. Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26980",1982,34,"2. High school (12 grades or fewer, incl. non-college",42,"3. 34 to 67 percentile","3. Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26981",1982,59,"2. High school (12 grades or fewer, incl. non-college",55,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","1. Democrat"
"26982",1982,23,"2. High school (12 grades or fewer, incl. non-college",55,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26983",1982,64,"4. College or advanced degree (no cases 1948)",53,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"26984",1982,21,"3. Some college (13 grades or more but no degree;",6,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","8. Student","9. DK; NA; did not vote; DK/NA/refused to say if"
"26985",1982,41,"3. Some college (13 grades or more but no degree;",41,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","2. Republican"
"26986",1982,30,"4. College or advanced degree (no cases 1948)",48,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"26987",1982,74,"3. Some college (13 grades or more but no degree;",54,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"26988",1982,65,"4. College or advanced degree (no cases 1948)",54,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","2. Never married","3. Republicans (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"26989",1982,41,"4. College or advanced degree (no cases 1948)",6,"5. 96 to 100 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"26990",1982,30,"4. College or advanced degree (no cases 1948)",6,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","2. Never married","3. Republicans (including leaners)","8. Student","2. Republican"
"26991",1982,29,"2. High school (12 grades or fewer, incl. non-college",48,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26992",1982,64,"1. Grade school or less (0-8 grades)",48,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","5. Retired","1. Democrat"
"26993",1982,24,"2. High school (12 grades or fewer, incl. non-college",48,"1. 0 to 16 percentile","3. Hispanic","1. Male","1. Married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26994",1982,60,"2. High school (12 grades or fewer, incl. non-college",48,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","1. Democrat"
"26995",1982,28,"3. Some college (13 grades or more but no degree;",5,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","3. Divorced","1. Democrats (including leaners)","1. Working now","1. Democrat"
"26996",1982,39,"4. College or advanced degree (no cases 1948)",5,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","1. Working now","1. Democrat"
"26997",1982,69,"2. High school (12 grades or fewer, incl. non-college",5,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"26998",1982,24,"2. High school (12 grades or fewer, incl. non-college",48,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"26999",1982,50,"2. High school (12 grades or fewer, incl. non-college",48,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"27000",1982,35,"3. Some college (13 grades or more but no degree;",41,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"27001",1982,47,"4. College or advanced degree (no cases 1948)",36,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"27002",1982,28,"4. College or advanced degree (no cases 1948)",26,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","2. Never married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"27003",1982,26,"2. High school (12 grades or fewer, incl. non-college",21,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","1. Male","2. Never married","2. Independents","4. Unemployed","0. No gubernatorial race in state (includes Washington"
"27004",1982,48,"2. High school (12 grades or fewer, incl. non-college",42,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","1. Working now","1. Democrat"
"27005",1982,52,"0. DK; NA; no Pre IW; short-form 'new' Cross Section",42,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","2. Female","9.  NA; no Pre IW; unmarried at time of IW (1952 only); short-form 'new' Cross-Section (1992)","1. Democrats (including leaners)","9. NA; DK","9. DK; NA; did not vote; DK/NA/refused to say if"
