Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,
"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",IQ.WEF.CUST.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97297297297297,4.78300623588071,4.7663836725,4.8142024382,5,5,5,5.2,5.192853077051,5.2,5.1,
Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,60,80,80,80,80,80,80,80,80,80,80,80,80,
Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.66667,96.66667,93.33333,93.33333,90,83.33333,80,80,70,73.3333333333333,73.3333333333333,73.3333,83.3333,93.3333,
Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5555555555556,78.8888888888889,84.4444444444444,81.1111111111111,80,84.4444444444444,80,76.6666666666667,70,71.1111111111111,74.4444444444444,74.4444333333333,77.7777666666667,81.1111,
Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,80,80,70,70,90,80,70,60,60,70,70,70,70,
"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trademark applications, total",IP.TMK.TOTL,,,,2068,1916,2026,2060,2125,,2264,,,,,4033,,,3553,,,,,,,,5689,5563,6227,7274,8047,8603,8323,9275,10265,12345,14103,15572,22129,14876,13713,18803,16603,16446,17766,20743,22147,24049,25894,26034,24070,26370,28833,31876,32225,34571,35923,39107,,
"Trademark applications, resident, by count",IP.TMK.RSCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10406,10479,11209,12289,12562,12810,13099,13001,14044,14705,15400,15940,18527,,
"Trademark applications, direct resident",IP.TMK.RESD,,,,1142,1038,1007,773,829,,808,,,,,1119,,,1687,,,,,,,,2629,2672,3146,3662,3902,3614,3707,4214,5056,6011,6861,7329,9042,4063,5053,6303,6525,7661,8327,10406,10479,11209,12289,12562,12810,13099,13001,14044,14705,15400,15940,18527,,
"Trademark applications, direct nonresident",IP.TMK.NRES,,,,926,878,1019,1287,1296,,1456,,,,,2914,,,1866,,,,,,,,3060,2891,3081,3612,4145,4989,4616,5061,5209,6334,7242,8243,13087,10813,8660,12500,10078,8785,9439,10337,11668,12840,13605,13472,11260,13271,15832,17832,17520,19171,19983,20580,,
"Trademark applications, nonresident, by count",IP.TMK.NRCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10337,11668,12840,13605,13472,11260,13271,15832,17832,17520,19171,19983,20580,,
"Patent applications, residents",IP.PAT.RESD,,,,,,9,3,5,,4,,,,,4,,,,,,,,,,,8,29,71,73,84,92,106,151,198,223,141,221,179,193,218,206,271,322,376,522,522,531,670,818,1234,1231,1076,1114,1199,1353,1272,1109,,
"Patent applications, nonresidents",IP.PAT.NRES,,,,243,,218,175,179,,281,,,,,407,,,,,,,,,,,1329,233,3195,1547,1803,2213,2321,2260,2684,3364,3911,5354,6272,5770,5624,6021,5663,4615,4686,4920,5764,4269,1702,4485,4503,5152,5376,5826,6006,6267,6455,6127,,
"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,,,,,,,,,1480000,1620000,2510000,2840000,3390000,3270000,2880000,3670000,1550000,1370000,2540000,3830000,3890000,3150000,2430000,2340000,2410000,1920000,1350000,2020000,3530000,2250000,1830000,2950000,890000,1110000,1000000,950000,780000,750000,460000,300000,350000,370000,360000,370000,190000,590000,530000,900000,650000,490000,490000,420000,490000,560000,480000,250000,320000,,
"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,,,,,,,,,,,,,,,,,,610000,500000,23700000,12720000,9640000,8020000,6760000,6640000,5370000,4790000,4860000,5480000,7120000,6880000,9410000,5570000,3680000,3260000,640000,1050000,780000,610000,590000,400000,610000,,1110000,,910000,270000,1870000,2660000,2140000,3050000,6980000,530000,4130000,,,,,
"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,,,,,,,,,,,260000,490000,350000,240000,1190000,710000,390000,240000,300000,700000,780000,410000,320000,540000,260000,270000,180000,200000,70000,150000,440000,400000,630000,550000,660000,780000,750000,630000,570000,690000,440000,680000,380000,450000,500000,410000,570000,540000,430000,740000,580000,560000,690000,720000,860000,910000,790000,,
"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000,90000,240000,,,60000,40000,0,10000,10000,10000,0,,
"Net financial flows, RDB nonconcessional (NFL, current US$)",DT.NFL.RDBN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net financial flows, RDB concessional (NFL, current US$)",DT.NFL.RDBC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PPG, private creditors (NFL, current US$)",DT.NFL.PRVT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PPG, other private creditors (NFL, current US$)",DT.NFL.PROP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNG, commercial banks and other creditors (NFL, current US$)",DT.NFL.PNGC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PNG, bonds (NFL, current US$)",DT.NFL.PNGB.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,,,,,,,,,,,4482000,105818000,98186000,-875000,45250000,371900000,180107000,113017000,254804000,316382000,766745000,1637715000,1863828000,1125718000,1250772000,-2253701000,70073000,-715123000,-1710495000,-1054500000,-1032078000,-623415000,-699318000,796367000,138893000,107529000,-845533000,1208095000,566171000,-418872000,-22857000,-32730000,-333486000,-2012742000,-686615000,-1446815000,-309768000,-434109000,1160890000,-567217000,2482047000,-1825150000,-401093000,-1777954000,5609311000,-984250000,5067752000,,
"PPG, commercial banks (NFL, current US$)",DT.NFL.PCBK.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PPG, bonds (NFL, current US$)",DT.NFL.PBND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PPG, official creditors (NFL, current US$)",DT.NFL.OFFT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IFC, private nonguaranteed (NFL, current US$)",DT.NFL.NIFC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EBRD, private nonguaranteed (NFL, current US$)",DT.NFL.NEBR.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Net financial flows, others (NFL, current US$)",DT.NFL.MOTH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PPG, multilateral concessional (NFL, current US$)",DT.NFL.MLTC.CD,,,,,,,,,,,0,0,0,815000,846000,785000,318000,126000,197000,-147000,-151000,-156000,-161000,6725000,-171000,-473000,-870000,-954000,-45000,-790000,197000,-1580000,-934000,-1373000,-2303000,-2086000,-1412000,0,0,0,0,16419000,20577000,13230000,14105000,9275000,11519000,3921000,-3567000,-7819000,-10214000,-12625000,-10987000,-9264000,-6612000,-6752000,-6756000,,
"Net financial flows, multilateral (NFL, current US$)",DT.NFL.MLAT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net financial flows, IDA (NFL, current US$)",DT.NFL.MIDA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net financial flows, IBRD (NFL, current US$)",DT.NFL.MIBR.CD,,,,,,,,,,,16362000,11107000,21810000,13654000,37481000,43041000,33079000,28154000,46373000,62988000,54121000,70788000,80173000,58999000,31836000,3974000,-42797000,-7427000,-17322000,15117000,40703000,24281000,-43331000,-12927000,-41448000,-106315000,-76411000,-75081000,208407000,-68674000,-85892000,-22474000,-69985000,-10653000,-69787000,-92336000,-96343000,-301843000,-49787000,-46683000,-38491000,-67000,0,0,0,0,0,,
"Net financial flows, IMF nonconcessional (NFL, current US$)",DT.NFL.IMFN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net financial flows, IMF concessional (NFL, current US$)",DT.NFL.IMFC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000,190000,170000,200000,210000,,
"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91112220033869,2.10381632280958,2.47916821519033,2.81779131034374,2.57131259998274,2.37647423349864,2.18153520750978,2.33482545898639,2.28849607855058,1.97425060803542,2.35391382796935,2.24911934355091,2.44874857492786,2.20205260072924,2.03221234061487,1.92086812994844,1.85087351451685,2.06373187995416,2.11063326942412,,,,,
"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02603895095332,,,,,,,,
"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.745656561369303,,,,,,,,
"Internally displaced persons, total displaced by conflict and violence (number of people)",VC.IDP.TOCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Internally displaced persons, new displacement associated with disasters (number of cases)",VC.IDP.NWDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,65000,24000,22000,43000,256000,21000,18000,82000,
"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",VC.IDP.NWCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle-related deaths (number of people),VC.BTL.DETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,1,
Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT,,,,,,,,,,,,,,,44.8051948051947,41.4457831325301,40.6067677946326,38.7931034482758,35.4182955433933,33.6569579288027,30.3336259877087,31.5845444877704,35.0231749710312,32.7650111193477,33.3255378858747,33.8968166849616,34.1294141661564,32.8762113731943,33.7349397590361,37.2924139763519,44.6743821106315,41.6157501697218,41.554054054054,34.7981730650538,36.5959738215558,34.6959435872373,29.9144845169173,24.0262112425225,20.8811104405553,29.9640218989493,36.0081837640776,47.5081059419286,48.1153707264747,43.6400013234385,47.693391918422,45.0479403090175,49.7208316894246,48.4663350264389,49.7931670514449,55.9216018169171,52.4806543453874,50.7055760318301,50.0044620866301,51.1839962839085,53.8450193587625,50.7046760979874,50.9264366995769,49.6379305471334,
Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,35.3246753246753,35.0602409638553,43.1738623103852,44.1570881226054,46.2861610633308,46.8608414239483,45.1273046532048,43.1407302375046,36.2398609501737,37.5833951074871,40.0841908325539,37.6289791437981,44.2743417023883,48.0343755714023,48.3768406961177,40.5739338381824,31.7771675166732,32.4253224711472,32.6415701415701,25.6326379459326,20.3421423245795,21.5562382182504,18.8585542040687,18.3775514863692,19.9199803303606,20.8160897056917,20.1319083599949,19.0225509126015,19.2961702596979,20.4628921416935,18.5849702838833,20.6528549596261,19.8024855024752,24.6478076295908,22.0279548456536,15.6042568468659,14.1082160944025,13.0636809523893,11.002363459449,11.1065980906721,11.3717798701751,12.0515054595481,11.7134158275604,12.1795122313046,
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5843415546078,38.3759235958279,38.2114401530496,38.2101787944087,38.9298879561834,41.1328796507354,44.2514493487345,46.1242620518538,44.4127984215271,49.0214136124931,54.9227229302384,58.9462274313112,59.5692586327344,58.1111101746358,57.8645559430135,58.4588343769317,55.6576642291648,54.64561068252,53.8397357952209,52.2843101775898,39.9206485804914,46.5739372415672,44.5212431699613,43.3895688230477,43.716548450356,43.5737586314132,43.874046652832,42.8009454401724,42.9747947069701,,
High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3732510571,4676491292,6050305410,7951230303,10219630229,13495282897,19166912147,25408874429,26330796170,29501429556,31661692698,39994086879,47025952935,40927407517,42253911181,47074778795,53268141268,57700357985,63493770185,65223947548,42971572907,50971808371,59331817835,61126964506,61228924357,60378253483,63376041042,57257697127,55588250783,,
Commercial service exports (current US$),TX.VAL.SERV.CD.WT,,,,,,,,,,,,,,,319891430.886799,346731464.163892,337192489.019994,424168963.503655,552235315.501469,705981806.169299,1046450200.65043,1224325937.62068,1478124654.85024,1743457189.64044,1824511000.00878,1834443642.70971,1897776759.1107,2170549609.3024,2281975726.64151,2778678463.42686,3769490272.19373,4284987030.61744,4880302009.25133,6294250989.1826,9199557461.98605,11438249616.9248,14966160792.6254,15568793452.2769,11400286669.8518,11973657894.7368,13917157894.7368,14446842105.2632,14793500000,13521394736.8421,17199155263.1579,19636849542.1251,20971151205.4934,28988450885.7362,30713609868.6754,28249326863.2849,34588494497.7646,38751502035.0459,40497788699.0988,42004711004.2603,41971813274.9363,34841899783.52,35512656363.6072,36971877990.1883,
"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,,,,,,,,,,,,,,,19.6103896103897,23.253012048193,15.9859976662774,16.7624521072797,17.5918686473806,18.640776699029,23.880597014925,25.1683800070894,28.6790266512169,29.6021744502098,26.5434985968194,28.3863885839736,21.5145948152684,19.0162735417811,17.7878179384204,22.0406536468713,23.4797959984309,25.8825526137135,25.7319819819821,39.4951240587581,42.99146715268,43.7478181945123,51.226961279014,57.5962372711083,59.1989092290841,46.8119710153208,41.5891402509587,30.8754417282962,31.1920420241466,33.4413492846622,31.5273592843222,32.5777219843807,28.7587851464923,25.3501606290943,26.6893845862273,26.814091396228,31.8887927222066,34.1815386202226,36.8665968231836,35.8853627316199,32.8583845383997,35.212961253563,35.0721698271257,35.9337996736858,
Export value index (2000 = 100),TX.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,13.17809728,11.98201344,12.24731215,14.35850345,16.78009221,15.59194901,13.93642808,18.28138155,21.46201373,25.49891122,29.98333484,34.96934202,41.50754004,47.98068593,59.90599508,75.24754576,79.73913887,80.15529212,74.57637827,86.14655994,100,89.55542425,95.75634658,106.5941691,128.9288144,144.1788879,163.6468867,179.1381318,203.0095891,160.079012,202.1927949,232.1982342,231.6399929,232.4473656,238.1448391,202.7487241,192.8294374,,
Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),TX.VAL.MRCH.WR.ZS,,,,,,,,4.07893114080164,5.53479213879704,6.19419101232651,5.04510603927997,5.80542303721848,4.85004194630872,4.40681752477069,4.48150028933477,5.47835347014974,4.30416366887795,5.2376295395337,4.0357141411866,4.43250982665013,5.25225045194214,4.64143443214732,6.19577276713348,6.9952197208283,6.75948439248144,7.42577181539133,6.0497843783607,7.15185500559588,6.92937548659359,7.5028619487948,8.35475972507914,7.72639871919788,8.43110171881047,9.00868808644399,10.1375613131745,9.50516074725569,10.1099697407293,10.0755600717793,9.85210514016681,9.85621178045172,11.0517784661404,12.2613163779747,14.3223501782848,15.3345106267711,16.5826948015024,16.9098792950321,17.7801577685755,19.7159691469108,20.535167660496,23.8459839269007,24.4836940175109,25.1614934603183,25.8793007076832,27.5825532891409,25.6269020014072,27.1207232242073,27.4579113727369,,
Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,,,,,,,,1216250000,1345850000,1648480000,1683810000,1637090000,1716480000,3043920000,4233850000,3803150000,5295570000,6084050000,7413310000,11077020000,12960730000,11773300000,12041920000,14126790000,16562210000,15406210000,13975870000,17932830000,21096129122,25049744122,29419640467,34404542758,40706739255,47126172793,58746947841,73722143742,78214012809,78909150820,73470858705,84550957778,98154120020,88201411020,93388246255,104968905828,126510571081,140972901971,160651633297,176211191269,199514712382,157333594789,198747800733,228289203181,227766187807,228392019733,234248518860,199957638901,188709619474,,
